,dwelling_involved_type,general_zoning_classification,Total_area,type_of_road,property_general_shape,property_Flatness,utilities_types,LotConfig,LandSlope,Neighborhood,dwelling_type,HouseStyle,OverallQual,OverallCond,RoofStyle,roof_material,exterior_covering_1,exterior_covering_2,masonry_veneer_type,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,Heating,HeatingQC,CentralAir,electrical_system,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,total_rooms_above_grade,Functional,Fireplaces,GarageType,GarageYrBlt,interior_finish_garage,garage_car_capacity,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,three_season_porch_area,ScreenPorch,PoolArea,other_features_values,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year_diff,Is_diff,finish_percentage_of_Bsmt,Unfinished_percentage_of_Bsmt,LotFrontage,Condition_all,Bsmt Exposure
44,20.0,RL,7945.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,6.0,Gable,CompShg,Other,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,ALQ,BLQ,506.0,1150.0,GasA,Ex,Y,Other,1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1959.0,RFn,1.0,300.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,141000.0,0.0,0.0,0.5956521739130435,0.4043478260869565,61.0,Norm,No
45,120.0,RL,7658.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Other,1Story,9.0,5.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Other,TA,Other,Other,TA,No,GLQ,Unf,0.0,1752.0,GasA,Ex,Y,SBrkr,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,Other,6.0,Typ,1.0,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,WD,Normal,319900.0,0.0,0.0,0.2602739726027397,0.7397260273972602,48.0,Norm,No
46,50.0,RL,12822.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Mitchel,1Fam,1.5Fin,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Other,TA,No,GLQ,Unf,0.0,1434.0,GasA,Ex,Y,SBrkr,1518.0,631.0,0.0,2149.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,6.0,Typ,1.0,Attchd,2003.0,RFn,2.0,670.0,TA,TA,Y,168.0,43.0,0.0,0.0,198.0,0.0,0.0,8.0,2009.0,WD,Other,239686.0,0.0,0.0,0.9421199442119944,0.05788005578800558,84.0,Norm,No
47,20.0,Other,11096.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1656.0,GasA,Ex,Y,SBrkr,1656.0,0.0,0.0,1656.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,0.0,146.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,249700.0,0.0,0.0,0.014492753623188406,0.9855072463768116,33.0,Norm,Av
49,20.0,RL,7742.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,7.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,955.0,GasA,Ex,Y,SBrkr,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,WD,Normal,127000.0,0.0,0.0,0.7989528795811518,0.20104712041884817,67.64123524069028,Norm,No
50,60.0,RL,13869.0,Pave,Other,Lvl,AllPub,Other,Gtl,Gilbert,1Fam,2Story,6.0,6.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,794.0,GasA,Gd,Y,SBrkr,794.0,676.0,0.0,1470.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,0.0,75.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,177000.0,0.0,0.0,0.22921914357682618,0.7707808564231738,52.0,Norm,Av
51,50.0,RM,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6.0,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,816.0,GasA,TA,Y,SBrkr,816.0,0.0,360.0,1176.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,400.0,9.0,2006.0,WD,Normal,114500.0,16.0,1.0,0.0,1.0,110.0,Norm,No
52,90.0,RM,8472.0,Grvl,Other,Other,AllPub,Other,Other,IDOTRR,Other,1Story,5.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Other,TA,Other,Gd,TA,Gd,LwQ,GLQ,712.0,816.0,GasA,TA,N,SBrkr,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Other,1963.0,Unf,2.0,516.0,TA,TA,Y,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,110000.0,0.0,0.0,1.0,0.0,60.0,Other,Other
54,80.0,RL,7134.0,Pave,Reg,Other,AllPub,Inside,Other,NAmes,1Fam,Other,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,384.0,GasA,TA,Y,SBrkr,1360.0,0.0,0.0,1360.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Other,1.0,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,WD,Normal,130000.0,0.0,0.0,1.0,0.0,24.0,Norm,No
55,20.0,RL,10175.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,1425.0,GasA,Gd,Y,SBrkr,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,407.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,180500.0,0.0,0.0,0.34385964912280703,0.656140350877193,89.0,Norm,No
56,160.0,Other,2645.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Other,2Story,8.0,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,983.0,756.0,0.0,1739.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,115.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Other,172500.0,1.0,1.0,0.6690721649484536,0.3309278350515464,60.0,Norm,No
57,60.0,RL,11645.0,Pave,IR1,Lvl,AllPub,Other,Gtl,CollgCr,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,860.0,GasA,Ex,Y,SBrkr,860.0,860.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,WD,Normal,196500.0,0.0,0.0,0.0,1.0,63.0,Norm,No
59,20.0,RL,7200.0,Pave,Reg,Other,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5.0,7.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,Av,ALQ,Unf,0.0,780.0,GasA,Ex,Y,SBrkr,780.0,0.0,0.0,780.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,124900.0,0.0,0.0,0.8102564102564103,0.18974358974358974,44.0,Norm,Av
60,20.0,RL,13072.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,1158.0,GasA,Ex,Y,SBrkr,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,5.0,Typ,0.0,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,Other,Other,158000.0,0.0,0.0,0.812607944732297,0.18739205526770294,50.0,Other,No
61,75.0,RM,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,Other,5.0,7.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,Other,No,Unf,Unf,0.0,530.0,GasA,TA,N,SBrkr,581.0,530.0,0.0,1111.0,0.0,0.0,1.0,0.0,3.0,1.0,Other,6.0,Typ,0.0,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0.0,0.0,144.0,0.0,0.0,0.0,0.0,3.0,2007.0,WD,Normal,101000.0,76.0,1.0,0.0,1.0,67.64123524069028,Norm,No
62,120.0,RL,6442.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Other,1Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,178.0,Gd,TA,Other,Gd,Other,Mn,GLQ,Unf,0.0,1370.0,GasA,Ex,Y,SBrkr,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120.0,49.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,202500.0,0.0,0.0,0.017518248175182483,0.9824817518248176,76.0,Norm,Other
63,70.0,RM,10300.0,Pave,IR1,Other,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7.0,6.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,576.0,GasA,Gd,Y,SBrkr,902.0,808.0,0.0,1710.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,9.0,Typ,0.0,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,12.0,11.0,64.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,140000.0,29.0,1.0,0.0,1.0,72.0,Other,No
64,60.0,RL,9375.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1057.0,GasA,Ex,Y,SBrkr,1057.0,977.0,0.0,2034.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,WD,Normal,219500.0,1.0,1.0,0.6991485335856197,0.3008514664143803,47.0,Norm,No
65,60.0,RL,9591.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,Other,Other,TA,Av,Unf,Unf,0.0,1143.0,GasA,Ex,Y,SBrkr,1143.0,1330.0,0.0,2473.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Other,2004.0,RFn,3.0,852.0,TA,TA,Y,192.0,151.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,317000.0,1.0,1.0,0.0,1.0,81.0,Norm,Av
67,20.0,RL,10665.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1453.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0.0,1479.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,144.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,226000.0,0.0,0.0,0.6971782518926359,0.30282174810736406,69.0,Norm,Av
68,30.0,RM,4608.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,1Fam,1Story,4.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Other,TA,TA,No,Unf,Unf,0.0,747.0,GasA,TA,Y,SBrkr,747.0,0.0,0.0,747.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,80000.0,5.0,1.0,0.0,1.0,74.0,Other,No
69,50.0,RL,15593.0,Pave,Reg,Lvl,AllPub,Other,Gtl,ClearCr,1Fam,1.5Fin,7.0,4.0,Gable,CompShg,Other,Other,None,0.0,Gd,TA,Other,TA,TA,No,BLQ,Unf,0.0,1304.0,Other,TA,Y,SBrkr,1304.0,983.0,0.0,2287.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,0.0,21.0,114.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,225000.0,0.0,0.0,0.4624233128834356,0.5375766871165644,85.0,Norm,No
70,20.0,RL,13651.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7.0,6.0,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,Other,Gd,TA,Gd,ALQ,Unf,0.0,2223.0,GasA,Ex,Y,SBrkr,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,2.0,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,WD,Normal,244000.0,0.0,0.0,0.8457040035987404,0.15429599640125957,60.0,Norm,Other
71,20.0,RL,7599.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Mitchel,1Fam,1Story,4.0,6.0,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,845.0,GasA,TA,Y,SBrkr,845.0,0.0,0.0,845.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,129500.0,24.0,1.0,0.6686390532544378,0.33136094674556216,21.0,Norm,No
72,60.0,RL,10141.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Gilbert,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,832.0,GasA,Gd,Y,SBrkr,885.0,833.0,0.0,1718.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0.0,94.0,0.0,0.0,291.0,0.0,0.0,12.0,2009.0,WD,Normal,185000.0,0.0,0.0,0.0,1.0,67.64123524069028,Norm,No
73,20.0,RL,10200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,Other,TA,TA,No,ALQ,BLQ,362.0,1086.0,GasA,Gd,Y,SBrkr,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1989.0,Unf,2.0,490.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,144900.0,49.0,1.0,0.6279926335174953,0.3720073664825046,50.0,Norm,No
74,50.0,RM,5790.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,1Fam,2Story,3.0,6.0,Other,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,Other,Other,TA,No,Unf,Unf,0.0,840.0,GasA,Gd,N,SBrkr,840.0,765.0,0.0,1605.0,0.0,0.0,2.0,0.0,3.0,2.0,TA,8.0,Typ,0.0,Detchd,1915.0,Unf,1.0,379.0,TA,TA,Y,0.0,0.0,202.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,107400.0,35.0,1.0,0.0,1.0,72.0,Norm,No
75,180.0,RM,1596.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Other,Other,4.0,5.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,Gd,TA,Gd,GLQ,Unf,0.0,462.0,GasA,TA,Y,SBrkr,526.0,462.0,0.0,988.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Other,1973.0,Unf,1.0,297.0,TA,TA,Y,120.0,101.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,WD,Normal,91000.0,0.0,0.0,1.0,0.0,60.0,Norm,Other
76,20.0,RL,8475.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4.0,7.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,952.0,GasA,Ex,Y,Other,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,135750.0,0.0,0.0,0.23949579831932774,0.7605042016806722,100.0,Norm,No
77,50.0,RM,8635.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,BLQ,GLQ,41.0,672.0,GasA,TA,Y,SBrkr,1072.0,213.0,0.0,1285.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Other,0.0,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,127000.0,53.0,1.0,0.5610119047619048,0.43898809523809523,32.0,Norm,No
79,50.0,RM,10440.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,1Fam,2Story,5.0,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,440.0,GasA,Gd,Y,SBrkr,682.0,548.0,0.0,1230.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74.0,0.0,128.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,110000.0,71.0,1.0,0.0,1.0,80.0,Norm,No
80,60.0,RL,13000.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NAmes,1Fam,2Story,6.0,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,Other,Gd,TA,No,Rec,Unf,0.0,896.0,GasA,TA,Y,SBrkr,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,0.0,72.0,0.0,0.0,252.0,0.0,0.0,6.0,2009.0,WD,Normal,193500.0,0.0,0.0,0.5,0.5,67.64123524069028,Norm,No
81,120.0,RM,4500.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Mitchel,Other,1Story,6.0,5.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,Other,Other,Other,No,GLQ,Unf,0.0,1237.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0.0,199.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,WD,Normal,153500.0,0.0,0.0,0.9708973322554567,0.02910266774454325,121.0,Norm,No
82,20.0,RL,10206.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,468.0,TA,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1563.0,GasA,Ex,Y,SBrkr,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,WD,Normal,245000.0,0.0,0.0,0.02111324376199616,0.9788867562380038,122.0,Norm,No
83,20.0,RL,8892.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,Other,66.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,1065.0,GasA,Gd,Y,SBrkr,1065.0,0.0,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,74.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,Other,Normal,126500.0,0.0,0.0,0.0,1.0,40.0,Norm,No
84,80.0,RL,8530.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,Other,7.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,804.0,670.0,0.0,1474.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Other,1995.0,Fin,2.0,400.0,TA,TA,Y,120.0,72.0,0.0,0.0,0.0,0.0,700.0,5.0,2009.0,WD,Normal,168500.0,1.0,1.0,0.0,1.0,105.0,Norm,No
85,60.0,RL,16059.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NoRidge,1Fam,2Story,8.0,5.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,1288.0,GasA,Ex,Y,SBrkr,1301.0,1116.0,0.0,2417.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,127.0,82.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,260000.0,1.0,1.0,0.0,1.0,60.0,Norm,No
86,60.0,RL,11911.0,Pave,Other,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,Av,Unf,Unf,0.0,684.0,GasA,Ex,Y,SBrkr,684.0,876.0,0.0,1560.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Other,2005.0,Fin,2.0,400.0,TA,TA,Y,100.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,174000.0,0.0,0.0,0.0,1.0,60.0,Norm,Av
87,160.0,Other,3951.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Somerst,Other,2Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,76.0,Gd,TA,Other,Gd,TA,Av,Unf,Unf,0.0,612.0,GasA,Ex,Y,SBrkr,612.0,612.0,0.0,1224.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0.0,234.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,Other,Other,164500.0,0.0,0.0,0.0,1.0,85.0,Norm,Av
91,20.0,RL,8500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,3.0,Hip,CompShg,HdBoard,HdBoard,Other,203.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,1235.0,GasA,TA,Y,SBrkr,1235.0,0.0,0.0,1235.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,Other,98600.0,0.0,0.0,0.48582995951417,0.5141700404858299,67.64123524069028,Norm,No
92,30.0,RL,13360.0,Pave,IR1,Other,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Other,Gd,TA,No,ALQ,Unf,0.0,876.0,GasA,Ex,Y,SBrkr,964.0,0.0,0.0,964.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0.0,0.0,44.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,163500.0,85.0,1.0,0.8139269406392694,0.1860730593607306,78.0,Norm,No
93,190.0,Other,7200.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,Other,Other,6.0,6.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,Other,Mn,Rec,Unf,0.0,1214.0,Other,Ex,N,SBrkr,1260.0,1031.0,0.0,2291.0,0.0,1.0,2.0,0.0,4.0,2.0,TA,9.0,Typ,1.0,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,0.0,0.0,0.0,0.0,99.0,0.0,0.0,11.0,2007.0,WD,Normal,133900.0,88.0,1.0,0.8616144975288303,0.13838550247116968,73.0,Norm,Other
94,60.0,RL,9337.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,Other,Gd,TA,No,GLQ,Unf,0.0,824.0,GasA,Ex,Y,SBrkr,905.0,881.0,0.0,1786.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,0.0,162.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,204750.0,0.0,0.0,0.7864077669902912,0.21359223300970873,85.0,Norm,No
